post_id,year,price,beds,word
pre2013_23787,2012,1345,1,beautiful
4259987137,2013,2250,2,beautiful
pre2013_129410,2004,1145,2,beautiful
4689196075,2014,4995,5,beautiful
pre2013_24622,2006,2300,3,beautiful
pre2013_140631,2005,995,1,beautiful
5445001493,2016,4190,4,beautiful
pre2013_49358,2012,2900,5,beautiful
5413894366,2016,4500,4,beautiful
pre2013_127770,2004,2500,4,beautiful
pre2013_48433,2012,2600,3,beautiful
pre2013_13100,2012,2950,4,beautiful
pre2013_153238,2006,2350,5,beautiful
pre2013_25809,2007,3500,5,beautiful
pre2013_118331,2004,1850,3,beautiful
5464861373,2016,4680,5,beautiful
pre2013_55203,2012,1695,2,beautiful
pre2013_41235,2011,3000,3,beautiful
5807494508,2016,3900,4,beautiful
5247438906,2015,2431,2,beautiful
pre2013_156147,2006,2300,3,beautiful
4656134837,2014,5700,5,beautiful
pre2013_50021,2012,1567,1,beautiful
pre2013_24540,2006,2100,3,beautiful
pre2013_39545,2011,5800,6,beautiful
6514147979,2018,4300,4,beautiful
pre2013_63393,2012,4900,5,beautiful
5523247253,2016,11000,6,beautiful
pre2013_137562,2005,2400,3,beautiful
4656051664,2014,2175,2,beautiful
pre2013_18595,2012,2700,3,beautiful
pre2013_28427,2008,1600,1,beautiful
pre2013_6722,2009,2600,4,beautiful
pre2013_124562,2004,3600,3,beautiful
pre2013_150775,2006,1750,2,beautiful
5638019697,2016,3250,3,beautiful
pre2013_153184,2006,3200,4,beautiful
pre2013_129691,2004,2500,3,beautiful
pre2013_82923,2006,2850,3,beautiful
pre2013_141428,2005,2995,4,beautiful
pre2013_81263,2007,1750,2,beautiful
pre2013_14682,2012,4495,5,beautiful
pre2013_27360,2007,1650,2,beautiful
pre2013_153301,2006,3700,4,beautiful
pre2013_10796,2011,2100,2,beautiful
pre2013_11997,2011,1620,1,beautiful
pre2013_12811,2012,2850,4,beautiful
pre2013_32871,2011,6800,4,beautiful
pre2013_42085,2011,4750,5,beautiful
pre2013_27059,2007,3200,4,beautiful
4634119483,2014,2169,2,beautiful
pre2013_153174,2006,1200,1,beautiful
pre2013_155661,2006,1950,3,beautiful
pre2013_5939,2009,1673,2,beautiful
5481601262,2016,5895,4,beautiful
pre2013_151410,2006,2050,3,beautiful
pre2013_26996,2007,2800,4,beautiful
pre2013_45266,2011,2800,3,beautiful
pre2013_4324,2008,3100,3,beautiful
5638038014,2016,4980,4,beautiful
pre2013_150833,2006,2700,3,beautiful
6369613588,2017,3600,4,beautiful
3802568623,2013,4995,3,beautiful
pre2013_42122,2011,900,1,beautiful
pre2013_24035,2012,4195,4,beautiful
pre2013_156565,2006,3250,5,beautiful
4973135029,2015,3000,3,beautiful
pre2013_56829,2012,1250,0,beautiful
pre2013_12499,2011,4200,5,beautiful
5434149703,2016,1995,1,beautiful
pre2013_86790,2003,1425,2,beautiful
5434148634,2016,2869,2,beautiful
6627379619,2018,3950,3,beautiful
5476851910,2016,5298,5,beautiful
pre2013_58115,2012,2400,2,beautiful
pre2013_33292,2011,2250,3,beautiful
5727353545,2016,3200,3,beautiful
5606212060,2016,4950,4,beautiful
pre2013_64904,2012,2595,3,beautiful
5651408067,2016,5000,4,beautiful
5672547521,2016,3200,3,beautiful
pre2013_23213,2012,1250,0,beautiful
pre2013_152250,2006,1585,2,beautiful
5749036639,2016,3200,3,beautiful
pre2013_11666,2011,4000,4,beautiful
pre2013_157632,2006,1995,3,beautiful
pre2013_128600,2004,2000,3,beautiful
pre2013_41668,2011,600,1,beautiful
4253045773,2013,1869,2,beautiful
pre2013_80027,2007,1900,3,beautiful
pre2013_132542,2004,2100,3,beautiful
pre2013_141577,2005,1350,2,beautiful
3878848486,2013,1876,1,beautiful
pre2013_12545,2011,2499,3,beautiful
4700070964,2014,1800,3,beautiful
pre2013_159625,2006,2895,5,beautiful
pre2013_82962,2006,3499,3,beautiful
6531235866,2018,2500,2,beautiful
pre2013_33815,2011,2850,3,beautiful
pre2013_58942,2012,3500,4,beautiful
5451580233,2016,4580,4,beautiful
pre2013_3630,2008,1850,2,beautiful
pre2013_25527,2007,1150,1,beautiful
pre2013_120963,2004,1667,2,beautiful
pre2013_60164,2012,4500,5,beautiful
pre2013_80310,2007,1495,1,beautiful
5818445455,2016,3800,4,beautiful
pre2013_142134,2005,4999,5,beautiful
pre2013_152376,2006,3000,4,beautiful
pre2013_65403,2012,2450,3,beautiful
pre2013_143951,2005,1900,NA,beautiful
pre2013_46721,2011,2800,3,beautiful
5460206915,2016,4000,4,beautiful
4592519075,2014,3825,4,beautiful
pre2013_11887,2011,1825,2,beautiful
pre2013_25995,2007,3195,4,beautiful
pre2013_42923,2011,2800,3,beautiful
pre2013_77277,2010,2495,4,beautiful
pre2013_51267,2012,1630,2,beautiful
pre2013_22255,2012,3749,4,beautiful
5432548669,2016,2000,1,beautiful
pre2013_37734,2011,1750,2,beautiful
pre2013_151707,2006,1995,3,beautiful
5382721618,2016,7750,4,beautiful
pre2013_152358,2006,1220,1,beautiful
pre2013_141658,2005,3200,3,beautiful
5615094993,2016,4300,3,beautiful
pre2013_47480,2012,1747,2,beautiful
pre2013_79295,2008,1450,1,beautiful
pre2013_142742,2005,2800,4,beautiful
pre2013_62172,2012,2100,3,beautiful
4565859126,2014,2522,2,beautiful
pre2013_98318,2004,1895,2,beautiful
pre2013_87930,2004,1850,2,beautiful
pre2013_98911,2004,2295,2,beautiful
pre2013_88619,2004,2095,3,beautiful
pre2013_89179,2004,1700,2,beautiful
pre2013_89203,2004,6000,5,beautiful
pre2013_89273,2004,2000,2,beautiful
pre2013_118648,2004,2000,2,beautiful
pre2013_101238,2004,2400,2,beautiful
pre2013_101255,2004,2695,3,beautiful
pre2013_31831,2011,2700,2,beautiful
pre2013_91559,2004,3200,4,beautiful
pre2013_94265,2004,1499,1,beautiful
pre2013_94675,2004,1350,1,beautiful
pre2013_96038,2004,2015,2,beautiful
pre2013_96823,2004,1895,2,beautiful
pre2013_96921,2004,1475,1,beautiful
pre2013_145785,2006,2995,4,beautiful
pre2013_99734,2004,1395,1,beautiful
pre2013_79764,2007,2295,2,beautiful
pre2013_100622,2004,2015,2,beautiful
pre2013_130255,2004,2015,2,beautiful
pre2013_100654,2004,3400,3,beautiful
pre2013_130321,2004,3400,3,beautiful
pre2013_101436,2004,2695,3,beautiful
pre2013_101562,2004,2350,3,beautiful
pre2013_84048,2006,2395,2,beautiful
pre2013_2923,2006,1999,2,beautiful
pre2013_141314,2005,1200,1,beautiful
pre2013_154162,2007,2100,NA,beautiful
pre2013_77150,2010,4175,4,beautiful
pre2013_67517,2012,2980,2,beautiful
pre2013_34548,2011,2900,3,beautiful
pre2013_67451,2012,2850,2,beautiful
3562454214,2013,2750,2,beautiful
pre2013_116515,2001,1550,3,beautiful
pre2013_95801,2004,2299,1,beautiful
pre2013_70358,2012,30000,3,beautiful
4252960793,2013,3570,2,beautiful
pre2013_100148,2004,3900,2,beautiful
pre2013_68426,2012,1275,0,beautiful
pre2013_60607,2012,2300,2,beautiful
5258247059,2015,3600,1,beautiful
pre2013_28833,2006,995,0,beautiful
5672632853,2016,2050,0,beautiful
pre2013_12077,2011,1200,0,beautiful
pre2013_68502,2012,2000,1,beautiful
pre2013_41973,2011,1225,NA,beautiful
pre2013_43739,2011,2200,3,beautiful
5628180283,2016,3300,3,beautiful
4845215984,2015,1999,2,beautiful
pre2013_155107,2007,1340,2,beautiful
pre2013_5436,2007,2200,3,beautiful
pre2013_9624,2011,1250,1,beautiful
pre2013_26346,2007,1800,NA,beautiful
pre2013_144143,2005,2100,4,beautiful
pre2013_144162,2005,2300,3,beautiful
pre2013_5831,2008,2650,3,beautiful
5523735696,2016,2186,2,beautiful
pre2013_33758,2011,1895,3,beautiful
6287955809,2017,2120,2,beautiful
pre2013_9720,2011,1250,1,beautiful
pre2013_84235,2006,875,0,beautiful
4030447734,2013,2100,4,beautiful
pre2013_54221,2012,1485,1,beautiful
pre2013_151282,2006,2350,3,beautiful
4245803617,2013,2700,5,beautiful
4963592589,2015,3089,0,beautiful
5729878550,2016,2450,2,beautiful
5807504265,2016,3700,4,beautiful
6546040101,2018,3425,3,beautiful
pre2013_55199,2012,2100,4,beautiful
pre2013_38147,2011,2800,3,beautiful
pre2013_124149,2004,1300,3,beautiful
pre2013_135698,2005,2100,4,beautiful
5549025008,2016,2675,2,beautiful
pre2013_160126,2010,2950,4,beautiful
5419562968,2016,950,2,beautiful
pre2013_1716,2006,1727,2,beautiful
pre2013_50344,2012,1780,1,beautiful
4966906099,2015,1999,1,beautiful
pre2013_25270,2007,2000,3,beautiful
pre2013_24086,2012,1350,1,beautiful
pre2013_1648,2006,1280,1,beautiful
3532834931,2013,2050,4,beautiful
pre2013_32394,2011,1270,1,beautiful
pre2013_14296,2012,1950,5,beautiful
pre2013_10866,2012,1376,1,beautiful
pre2013_13577,2012,2950,4,beautiful
pre2013_33301,2011,1995,4,beautiful
pre2013_26,2006,1800,3,beautiful
pre2013_127435,2004,1800,NA,beautiful
5171347189,2015,2081,2,beautiful
pre2013_127030,2004,1695,3,beautiful
pre2013_72444,2012,4000,5,beautiful
pre2013_138541,2005,1800,3,beautiful
6506683160,2018,3300,3,beautiful
pre2013_22591,2012,1750,4,beautiful
pre2013_6009,2009,2495,3,beautiful
5729828450,2016,2389,2,beautiful
6305942078,2017,2645,3,beautiful
pre2013_55531,2012,2100,3,beautiful
pre2013_19656,2012,2134,2,beautiful
pre2013_64949,2012,2200,3,beautiful
pre2013_129765,2004,2500,4,beautiful
pre2013_62587,2012,1750,4,beautiful
6415427330,2017,3384,3,beautiful
pre2013_28272,2008,2400,3,beautiful
5664899186,2016,4500,4,beautiful
pre2013_47539,2012,2995,4,beautiful
5637878525,2016,2906,2,beautiful
5626661124,2016,4700,5,beautiful
pre2013_138396,2005,3000,4,beautiful
pre2013_19592,2012,2250,3,beautiful
4924652120,2015,2143,1,beautiful
pre2013_12880,2012,2375,3,beautiful
5525695798,2016,2490,4,beautiful
5626578119,2016,1100,0,beautiful
5410762018,2016,2507,1,beautiful
pre2013_62175,2012,2050,2,beautiful
pre2013_51575,2012,1675,2,beautiful
pre2013_7081,2008,3495,4,beautiful
pre2013_53191,2012,1995,3,beautiful
5660214432,2016,2705,2,beautiful
4865960158,2015,1996,1,beautiful
pre2013_15918,2012,1845,2,beautiful
pre2013_42936,2011,1450,2,beautiful
5429264548,2016,2653,2,beautiful
pre2013_151129,2006,1670,2,beautiful
pre2013_121469,2004,1195,2,beautiful
5660247466,2016,2415,1,beautiful
pre2013_55224,2012,1675,2,beautiful
pre2013_70526,2012,1698,2,beautiful
pre2013_48439,2012,4495,6,beautiful
5729873157,2016,1750,1,beautiful
4264251719,2013,900,NA,beautiful
pre2013_154949,2007,1695,3,beautiful
pre2013_70614,2012,1456,1,beautiful
5434144973,2016,3250,3,beautiful
pre2013_70609,2012,1537,1,beautiful
pre2013_47502,2012,1404,1,beautiful
pre2013_155537,2006,1200,1,beautiful
pre2013_50977,2012,2000,2,beautiful
pre2013_125818,2004,3500,NA,beautiful
pre2013_14919,2012,1216,2,beautiful
4574714368,2014,2700,3,beautiful
pre2013_142993,2005,2000,3,beautiful
pre2013_14788,2012,3000,3,beautiful
pre2013_19069,2012,2100,2,beautiful
pre2013_124632,2004,2200,3,beautiful
pre2013_41249,2011,2650,3,beautiful
6433071502,2017,3540,3,beautiful
pre2013_57793,2012,1875,2,beautiful
pre2013_57793,2012,1875,2,beautiful
pre2013_11896,2011,1700,6,beautiful
5815263418,2016,4200,4,beautiful
pre2013_55516,2012,1500,1,beautiful
5637932270,2016,1970,0,beautiful
5965371112,2017,3600,3,beautiful
pre2013_152366,2006,2200,4,beautiful
pre2013_118121,2004,1750,3,beautiful
3802513054,2013,2150,2,beautiful
5429321668,2016,3000,3,beautiful
5419065377,2016,2060,1,beautiful
pre2013_25803,2007,1600,2,beautiful
pre2013_23918,2012,2040,2,beautiful
pre2013_78052,2008,1700,5,beautiful
pre2013_70071,2012,1449,1,beautiful
pre2013_70072,2012,1688,2,beautiful
5547594551,2016,1950,1,beautiful
pre2013_137827,2005,2300,4,beautiful
pre2013_138665,2005,1750,4,beautiful
pre2013_80642,2007,2850,5,beautiful
pre2013_63781,2012,1785,4,beautiful
6539207873,2018,2900,3,beautiful
pre2013_30916,2011,2600,5,beautiful
pre2013_72450,2012,4000,5,beautiful
pre2013_63788,2012,1699,2,beautiful
pre2013_63792,2012,1750,4,beautiful
pre2013_151446,2006,2000,2,beautiful
4081794062,2013,3000,4,beautiful
pre2013_65832,2012,1655,1,beautiful
pre2013_18203,2012,2650,3,beautiful
pre2013_41667,2011,2450,2,beautiful
pre2013_46042,2011,1895,4,beautiful
6539203955,2018,2450,4,beautiful
5562888954,2016,2149,1,beautiful
pre2013_23855,2012,1400,1,beautiful
pre2013_140923,2005,1995,3,beautiful
4642819481,2014,2350,2,beautiful
pre2013_2962,2006,1850,4,beautiful
pre2013_135590,2005,1850,3,beautiful
pre2013_42153,2011,3100,4,beautiful
4651216647,2014,2190,1,beautiful
pre2013_81266,2007,2750,4,beautiful
pre2013_61776,2012,2195,4,beautiful
pre2013_50595,2012,1950,5,beautiful
pre2013_63779,2012,2750,3,beautiful
pre2013_21599,2012,1035,3,beautiful
pre2013_67641,2012,2200,3,beautiful
pre2013_72011,2012,3400,3,beautiful
5448358808,2016,2350,1,beautiful
pre2013_160090,2008,4500,5,beautiful
5156900015,2015,3500,4,beautiful
pre2013_68700,2012,1401,1,beautiful
pre2013_132841,2004,2300,3,beautiful
pre2013_18000,2012,1375,1,beautiful
pre2013_10752,2011,2200,2,beautiful
pre2013_58880,2012,1750,2,beautiful
pre2013_79989,2007,1650,5,beautiful
5393055996,2016,1050,1,beautiful
pre2013_129726,2004,1550,2,beautiful
4615835980,2014,2800,3,beautiful
pre2013_130070,2004,2000,3,beautiful
pre2013_123148,2004,1309,2,beautiful
6397329559,2017,2118,2,beautiful
pre2013_71988,2012,7500,5,beautiful
5536674175,2016,2500,2,beautiful
pre2013_128459,2004,1525,3,beautiful
pre2013_24478,2006,2000,4,beautiful
pre2013_36464,2011,1500,4,beautiful
5570969727,2016,2195,2,beautiful
pre2013_57472,2012,1534,2,beautiful
5536764900,2016,2950,5,beautiful
pre2013_9363,2011,2250,3,beautiful
4809563908,2014,2500,2,beautiful
5171354654,2015,2732,2,beautiful
pre2013_19427,2012,1805,2,beautiful
pre2013_7983,2010,1750,3,beautiful
5536759146,2016,2300,4,beautiful
5429699893,2016,2575,4,beautiful
5796562098,2016,2600,2,beautiful
6488638680,2018,2700,5,beautiful
pre2013_36505,2011,1750,2,beautiful
5454527307,2016,5990,6,beautiful
3873763322,2013,2950,5,beautiful
pre2013_2973,2006,1850,NA,beautiful
pre2013_3686,2008,1895,2,beautiful
5495404848,2016,2100,2,beautiful
5493038969,2016,1998,1,beautiful
pre2013_155960,2006,1750,4,beautiful
pre2013_22249,2012,1700,5,beautiful
pre2013_78337,2008,2200,3,beautiful
5752357549,2016,1200,3,beautiful
pre2013_27738,2007,1124,1,beautiful
pre2013_10926,2012,1790,2,beautiful
5429726255,2016,3200,3,beautiful
4645088041,2014,2412,2,beautiful
4645306240,2014,2100,2,beautiful
pre2013_15453,2012,1216,2,beautiful
pre2013_54205,2012,2500,3,beautiful
pre2013_16997,2012,2500,4,beautiful
5739653635,2016,4280,4,beautiful
pre2013_18891,2012,2300,3,beautiful
pre2013_16548,2012,1995,4,beautiful
pre2013_1562,2006,2350,4,beautiful
pre2013_116539,2001,1650,NA,beautiful
pre2013_49081,2012,3495,4,beautiful
pre2013_141937,2005,2500,5,beautiful
pre2013_129360,2004,1100,1,beautiful
pre2013_42954,2011,800,3,beautiful
pre2013_142776,2005,2400,NA,beautiful
4966891312,2015,3021,1,beautiful
pre2013_19030,2012,2595,2,beautiful
pre2013_4668,2007,750,2,beautiful
5527119738,2016,2714,1,beautiful
pre2013_25695,2007,1450,1,beautiful
pre2013_152471,2006,1200,1,beautiful
6296817645,2017,2695,1,beautiful
pre2013_153255,2006,2495,2,beautiful
pre2013_41641,2011,2150,3,beautiful
pre2013_21797,2012,1750,4,beautiful
5672509835,2016,3600,2,beautiful
pre2013_21490,2012,1875,1,beautiful
5525650001,2016,2200,1,beautiful
pre2013_125432,2004,1200,1,beautiful
pre2013_43755,2011,1000,1,beautiful
pre2013_15990,2012,2695,2,beautiful
4684835442,2014,3100,3,beautiful
pre2013_2195,2008,2370,1,beautiful
pre2013_43774,2011,1450,1,beautiful
pre2013_63394,2012,1600,1,beautiful
6369821916,2017,2835,1,beautiful
pre2013_11145,2011,1500,2,beautiful
pre2013_15603,2012,2005,1,beautiful
5591753458,2016,2899,4,beautiful
pre2013_50651,2012,1100,0,beautiful
pre2013_21538,2012,2260,2,beautiful
pre2013_3476,2006,1600,1,beautiful
5752439374,2016,3281,1,beautiful
pre2013_23679,2012,1650,2,beautiful
pre2013_135164,2005,1500,2,beautiful
pre2013_139754,2005,1250,3,beautiful
pre2013_58884,2012,1180,3,beautiful
pre2013_44482,2011,2150,2,beautiful
pre2013_17064,2012,1850,1,beautiful
pre2013_129646,2004,1300,1,beautiful
pre2013_140365,2005,1250,3,beautiful
5171356478,2015,2650,1,beautiful
6287970521,2017,2650,1,beautiful
pre2013_20742,2012,2545,2,beautiful
pre2013_25938,2007,2100,1,beautiful
5615259495,2016,2798,0,beautiful
pre2013_9553,2011,1900,3,beautiful
5456058042,2016,2395,1,beautiful
pre2013_97203,2004,2375,4,beautiful
pre2013_91273,2004,1800,3,beautiful
pre2013_88623,2004,1200,1,beautiful
pre2013_118270,2004,1900,3,beautiful
pre2013_89024,2004,1900,3,beautiful
pre2013_89215,2004,2500,3,beautiful
pre2013_89673,2004,1500,2,beautiful
pre2013_89697,2004,2195,3,beautiful
pre2013_90391,2004,2600,5,beautiful
pre2013_120498,2004,1000,1,beautiful
pre2013_91425,2004,2600,5,beautiful
pre2013_91426,2004,1600,2,beautiful
pre2013_91676,2004,2600,5,beautiful
pre2013_92103,2004,1595,2,beautiful
pre2013_92030,2004,2300,3,beautiful
pre2013_92549,2004,2300,3,beautiful
pre2013_93197,2004,1400,2,beautiful
pre2013_95004,2004,1295,1,beautiful
pre2013_142362,2005,1700,NA,beautiful
pre2013_65185,2012,2070,2,beautiful
pre2013_65174,2012,2350,2,beautiful
pre2013_145436,2006,2500,3,beautiful
pre2013_97028,2004,2000,3,beautiful
pre2013_126563,2004,2000,3,beautiful
pre2013_49851,2012,2100,3,beautiful
5422686400,2016,3900,3,beautiful
pre2013_98533,2004,1195,1,beautiful
pre2013_98670,2004,1100,1,beautiful
pre2013_133795,2005,1800,2,beautiful
pre2013_23150,2012,2200,2,beautiful
pre2013_147130,2006,3000,4,beautiful
pre2013_33562,2011,2800,3,beautiful
pre2013_83221,2006,1400,2,beautiful
pre2013_143044,2005,1500,3,beautiful
pre2013_143042,2005,2600,4,beautiful
pre2013_77151,2010,2700,3,beautiful
pre2013_64780,2012,2200,2,beautiful
4030500995,2013,1550,1,beautiful
pre2013_9829,2011,695,3,beautiful
pre2013_60791,2012,2250,3,beautiful
5608985074,2016,3660,3,beautiful
5429579279,2016,2500,2,beautiful
pre2013_77840,2008,3500,2,beautiful
pre2013_56083,2012,1500,1,beautiful
5403168128,2016,3200,3,beautiful
pre2013_39011,2011,2800,4,beautiful
6491509669,2018,5800,4,beautiful
5525437681,2016,2500,1,beautiful
pre2013_56383,2012,2300,2,beautiful
pre2013_46994,2011,2000,2,beautiful
pre2013_53059,2012,2600,2,beautiful
pre2013_8153,2011,1395,2,beautiful
pre2013_159390,2006,3750,5,beautiful
pre2013_135783,2005,925,1,beautiful
pre2013_164950,2006,1475,2,beautiful
pre2013_160055,2007,2250,3,beautiful
pre2013_138363,2005,1900,2,beautiful
5525540192,2016,850,1,beautiful
pre2013_144727,2005,1800,2,beautiful
pre2013_67396,2012,3500,3,beautiful
pre2013_119193,2004,3000,3,beautiful
5382755978,2016,5500,5,beautiful
pre2013_121525,2004,1750,2,beautiful
pre2013_163222,2006,2200,2,beautiful
5819606997,2016,1675,1,beautiful
3547106269,2013,3430,4,beautiful
pre2013_162891,2006,3500,3,beautiful
pre2013_116720,2001,5200,NA,beautiful
pre2013_163906,2006,925,1,beautiful
pre2013_164560,2006,3875,4,beautiful
pre2013_66927,2012,3650,3,beautiful
pre2013_44666,2011,1650,2,beautiful
pre2013_164687,2006,3550,4,beautiful
pre2013_72627,2012,2800,3,beautiful
pre2013_66876,2012,2400,2,beautiful
pre2013_51433,2012,3750,3,beautiful
pre2013_82701,2006,3875,4,beautiful
pre2013_70584,2012,1595,3,beautiful
pre2013_55910,2012,1600,4,beautiful
pre2013_164928,2006,1750,3,beautiful
pre2013_49359,2012,1200,2,beautiful
pre2013_124957,2004,1200,NA,beautiful
5538118765,2016,1607,2,beautiful
pre2013_127061,2004,1700,4,beautiful
pre2013_117020,2001,1995,NA,beautiful
pre2013_53176,2012,1159,1,beautiful
pre2013_1847,2006,1700,4,beautiful
5628097042,2016,1606,1,beautiful
pre2013_21132,2012,925,2,beautiful
4678269316,2014,1050,2,beautiful
pre2013_64541,2012,1890,4,beautiful
pre2013_45645,2011,2250,3,beautiful
pre2013_129208,2004,980,1,beautiful
4834918382,2015,1100,2,beautiful
pre2013_69633,2012,2245,4,beautiful
pre2013_22667,2012,1150,2,beautiful
pre2013_134626,2005,2100,4,beautiful
pre2013_1250,2006,1105,2,beautiful
pre2013_71488,2012,1080,1,beautiful
pre2013_11935,2011,2300,4,beautiful
pre2013_13274,2012,1700,4,beautiful
pre2013_7431,2008,2150,4,beautiful
pre2013_8127,2011,990,2,beautiful
pre2013_60528,2012,1050,1,beautiful
pre2013_156628,2006,1950,4,beautiful
pre2013_11541,2011,1130,2,beautiful
pre2013_11279,2011,1210,2,beautiful
3812494946,2013,1900,4,beautiful
pre2013_54190,2012,1795,4,beautiful
pre2013_10118,2011,1650,3,beautiful
5096241903,2015,1100,3,beautiful
3553290218,2013,1650,4,beautiful
pre2013_18357,2012,1300,2,beautiful
pre2013_53862,2012,1159,1,beautiful
pre2013_27568,2007,1400,2,beautiful
pre2013_155185,2007,3000,5,beautiful
pre2013_140947,2005,2200,4,beautiful
4653141820,2014,2450,3,beautiful
pre2013_949,2006,750,1,beautiful
pre2013_157915,2006,1395,2,beautiful
3768411902,2013,1325,2,beautiful
pre2013_57507,2012,1600,3,beautiful
pre2013_48415,2012,2300,4,beautiful
pre2013_54512,2012,1839,3,beautiful
5538059175,2016,1454,1,beautiful
pre2013_143441,2005,1700,3,beautiful
pre2013_14100,2012,1130,2,beautiful
pre2013_16887,2012,2200,4,beautiful
4090659579,2013,1450,4,beautiful
3552988823,2013,1425,3,beautiful
pre2013_68148,2012,999,2,beautiful
pre2013_18320,2012,1750,4,beautiful
pre2013_10898,2012,1899,4,beautiful
pre2013_15955,2012,925,2,beautiful
pre2013_44834,2011,1400,3,beautiful
pre2013_9990,2011,1575,3,beautiful
pre2013_58618,2012,1200,2,beautiful
pre2013_151133,2006,775,0,beautiful
pre2013_86684,2003,1650,3,beautiful
4571134536,2014,1800,4,beautiful
pre2013_81315,2007,1195,2,beautiful
pre2013_38424,2011,1800,4,beautiful
pre2013_18969,2012,2300,4,beautiful
pre2013_61742,2012,1695,NA,beautiful
pre2013_24580,2006,995,2,beautiful
5763484397,2016,1896,2,beautiful
pre2013_122993,2004,1475,3,beautiful
3768406633,2013,2150,NA,beautiful
pre2013_2342,2010,1679,3,beautiful
pre2013_132683,2004,2200,5,beautiful
pre2013_65411,2012,1799,4,beautiful
pre2013_159073,2006,1145,2,beautiful
pre2013_144333,2005,1750,3,beautiful
pre2013_133884,2005,1300,1,beautiful
6305942959,2017,1645,1,beautiful
pre2013_16544,2012,905,2,beautiful
pre2013_37755,2011,1250,3,beautiful
5570981427,2016,1800,2,beautiful
pre2013_129747,2004,950,2,beautiful
pre2013_8267,2010,400,2,beautiful
pre2013_16897,2012,2200,4,beautiful
pre2013_151978,2006,1050,2,beautiful
pre2013_81294,2007,1540,1,beautiful
pre2013_4349,2008,2800,4,beautiful
pre2013_26575,2007,2700,3,beautiful
pre2013_156795,2006,800,1,beautiful
pre2013_157934,2006,2700,4,beautiful
5426757158,2016,1300,1,beautiful
pre2013_152971,2006,1355,3,beautiful
pre2013_49675,2012,1329,2,beautiful
pre2013_276,2006,1900,3,beautiful
pre2013_136158,2005,1650,2,beautiful
pre2013_87255,2003,1700,0,beautiful
4571145672,2014,1900,4,beautiful
pre2013_130619,2004,795,1,beautiful
4651212136,2014,1598,2,beautiful
pre2013_15436,2012,1900,4,beautiful
pre2013_151320,2006,775,0,beautiful
pre2013_24390,2006,1200,2,beautiful
pre2013_152337,2006,1550,NA,beautiful
pre2013_142196,2005,1200,2,beautiful
pre2013_158741,2006,1395,2,beautiful
pre2013_151800,2006,1950,3,beautiful
pre2013_79996,2007,1850,3,beautiful
pre2013_151682,2006,1800,4,beautiful
pre2013_159895,2007,1400,3,beautiful
pre2013_151444,2006,875,1,beautiful
4402733362,2014,1395,3,beautiful
4977673066,2015,2390,0,beautiful
pre2013_159254,2006,925,1,beautiful
pre2013_18230,2012,1600,3,beautiful
5770510916,2016,2450,1,beautiful
5165554438,2015,3700,4,beautiful
pre2013_91281,2004,1500,1,beautiful
4645328395,2014,1695,0,beautiful
pre2013_91375,2004,1500,1,beautiful
pre2013_91490,2004,1500,1,beautiful
4855490741,2015,4495,2,beautiful
pre2013_35900,2011,4295,2,beautiful
pre2013_91546,2004,1500,1,beautiful
5403341469,2016,4100,0,beautiful
pre2013_11837,2011,998,1,beautiful
pre2013_31292,2011,3715,2,beautiful
5741219082,2016,3414,0,beautiful
4947699275,2015,5630,2,beautiful
pre2013_31787,2011,2925,0,beautiful
4656019165,2014,2800,0,beautiful
pre2013_78591,2008,2795,1,beautiful
4678028217,2014,3635,1,beautiful
4935216174,2015,4280,2,beautiful
4817233943,2014,800,1,beautiful
5291306098,2015,3115,0,beautiful
5302175344,2015,3115,0,beautiful
4534904840,2014,4300,1,beautiful
pre2013_65179,2012,3695,1,beautiful
5419603592,2016,750,1,beautiful
pre2013_48340,2012,4375,2,beautiful
5077293711,2015,5160,2,beautiful
pre2013_49694,2012,2073,2,beautiful
pre2013_46836,2011,1725,1,beautiful
pre2013_47911,2012,2926,2,beautiful
pre2013_108634,2004,3000,4,beautiful
pre2013_30475,2011,587,3,beautiful
pre2013_37814,2011,1954,1,beautiful
pre2013_14315,2012,3200,3,beautiful
pre2013_103745,2004,2350,3,beautiful
pre2013_44976,2011,1695,1,beautiful
pre2013_16094,2012,2485,2,beautiful
pre2013_53243,2012,4200,5,beautiful
pre2013_109110,2004,1875,2,beautiful
pre2013_105179,2004,1900,2,beautiful
pre2013_104139,2004,2600,3,beautiful
4600369692,2014,3722,1,beautiful
pre2013_55270,2012,1858,1,beautiful
3610337553,2013,1993,1,beautiful
pre2013_30524,2011,2450,2,beautiful
pre2013_149346,2006,2690,3,beautiful
pre2013_148732,2006,3700,4,beautiful
4766279824,2014,3395,2,beautiful
pre2013_83081,2006,1460,1,beautiful
pre2013_34790,2011,1651,1,beautiful
pre2013_62281,2012,2412,1,beautiful
pre2013_139655,2005,2400,3,beautiful
pre2013_51057,2012,3600,4,beautiful
pre2013_49170,2012,2510,2,beautiful
pre2013_54285,2012,2283,2,beautiful
pre2013_472,2006,2350,2,beautiful
pre2013_46466,2011,1970,1,beautiful
pre2013_15218,2012,2512,2,beautiful
pre2013_83093,2006,1685,2,beautiful
pre2013_49720,2012,2298,2,beautiful
pre2013_134749,2005,975,1,beautiful
pre2013_81718,2007,1950,2,beautiful
3868429789,2013,2225,1,beautiful
pre2013_127153,2004,1025,1,beautiful
