post_id,year,price,beds,word
pre2013_81788,2007,2900,3,beautiful
5088450360,2015,1825,1,beautiful
pre2013_78922,2008,1800,3,beautiful
5818252435,2016,3000,3,beautiful
4571071390,2014,1723,1,beautiful
4622740469,2014,2895,4,beautiful
pre2013_49473,2012,2400,3,beautiful
pre2013_124424,2004,1900,2,beautiful
pre2013_10528,2012,1150,2,beautiful
5404308126,2016,3200,4,beautiful
pre2013_53004,2012,1508,2,beautiful
pre2013_164495,2006,3000,3,beautiful
pre2013_117096,2002,2695,3,beautiful
pre2013_97438,2004,1000,0,beautiful
pre2013_84785,2003,1150,1,beautiful
pre2013_97727,2004,1550,1,beautiful
pre2013_97802,2004,1250,1,beautiful
pre2013_127513,2004,1250,1,beautiful
pre2013_97906,2004,1350,1,beautiful
pre2013_97878,2004,1775,1,beautiful
pre2013_117932,2004,1090,1,beautiful
pre2013_99338,2004,1350,1,beautiful
pre2013_88820,2004,1090,2,beautiful
pre2013_99711,2004,1550,1,beautiful
pre2013_88949,2004,1950,2,beautiful
pre2013_89266,2004,1500,1,beautiful
pre2013_100193,2004,1000,0,beautiful
pre2013_100354,2004,1495,1,beautiful
pre2013_100467,2004,1350,1,beautiful
pre2013_89609,2004,1725,2,beautiful
pre2013_89729,2004,1875,2,beautiful
pre2013_100911,2004,950,0,beautiful
pre2013_100946,2004,2400,3,beautiful
pre2013_101039,2004,2000,2,beautiful
pre2013_89868,2004,900,0,beautiful
pre2013_326,2006,1395,1,beautiful
pre2013_90618,2004,1050,0,beautiful
pre2013_102471,2004,900,0,beautiful
pre2013_90673,2004,1200,0,beautiful
pre2013_102726,2004,2400,3,beautiful
pre2013_102786,2004,1395,1,beautiful
pre2013_102801,2004,2200,1,beautiful
pre2013_102804,2004,3300,2,beautiful
5785470563,2016,1895,0,beautiful
pre2013_35408,2011,1995,1,beautiful
pre2013_35400,2011,2495,1,beautiful
pre2013_56669,2012,1900,1,beautiful
pre2013_135274,2005,2400,1,beautiful
pre2013_135270,2005,3300,2,beautiful
pre2013_92108,2004,1895,2,beautiful
pre2013_92839,2004,2400,2,beautiful
pre2013_126719,2004,950,1,beautiful
pre2013_93386,2004,1600,2,beautiful
pre2013_139085,2005,2100,2,beautiful
pre2013_140040,2005,2000,2,beautiful
pre2013_140927,2005,1900,1,beautiful
5159655826,2015,4800,1,beautiful
pre2013_141507,2005,1395,1,beautiful
pre2013_27096,2007,10500,3,beautiful
pre2013_51505,2012,1250,1,beautiful
pre2013_125277,2004,1500,0,beautiful
pre2013_155385,2012,2495,2,beautiful
pre2013_95890,2004,1400,1,beautiful
pre2013_96580,2004,1975,2,beautiful
4325283261,2014,3900,1,beautiful
pre2013_3727,2008,6900,2,beautiful
pre2013_96799,2004,4000,1,beautiful
pre2013_13424,2012,1695,1,beautiful
pre2013_97261,2004,950,1,beautiful
5413975054,2016,2095,0,beautiful
pre2013_28575,2008,1200,0,beautiful
pre2013_28604,2008,1300,0,beautiful
4634302182,2014,2095,0,beautiful
pre2013_157073,2006,1550,1,beautiful
pre2013_5577,2008,2600,1,beautiful
pre2013_98514,2004,1550,1,beautiful
pre2013_128316,2004,1925,2,beautiful
pre2013_103078,2004,3500,1,beautiful
pre2013_99000,2004,2200,1,beautiful
5481570366,2016,3300,1,beautiful
pre2013_99337,2004,925,0,beautiful
pre2013_35029,2011,1595,NA,beautiful
pre2013_146518,2006,2300,1,beautiful
pre2013_28948,2011,2749,1,beautiful
pre2013_99910,2004,925,0,beautiful
4255625911,2013,4500,1,beautiful
4227350802,2013,1695,0,beautiful
4261370629,2013,1850,0,beautiful
4261370629,2013,1850,0,beautiful
4261405720,2013,2395,1,beautiful
5538035946,2016,3225,0,beautiful
pre2013_100473,2004,1580,1,beautiful
pre2013_147065,2006,2975,2,beautiful
pre2013_158580,2006,3500,2,beautiful
pre2013_32162,2011,1750,0,beautiful
pre2013_11601,2011,3106,2,beautiful
pre2013_41078,2011,2595,1,beautiful
pre2013_159644,2007,1350,0,beautiful
pre2013_102021,2004,2200,1,beautiful
pre2013_32153,2011,2175,1,beautiful
5723375358,2016,2395,0,beautiful
pre2013_21820,2012,6500,3,beautiful
pre2013_147628,2006,1450,1,beautiful
pre2013_132554,2004,2400,3,beautiful
pre2013_33628,2011,2095,1,beautiful
pre2013_142360,2005,1600,1,beautiful
5273058356,2015,2195,0,beautiful
pre2013_37959,2011,2695,1,beautiful
pre2013_103299,2004,1600,1,beautiful
pre2013_34991,2011,1850,0,beautiful
pre2013_133268,2005,2200,1,beautiful
pre2013_133266,2005,3300,2,beautiful
pre2013_36284,2011,2495,1,beautiful
pre2013_5187,2008,1525,0,beautiful
pre2013_136113,2005,3300,2,beautiful
pre2013_12918,2012,2795,1,beautiful
pre2013_4222,2008,1295,0,beautiful
pre2013_59123,2012,6900,3,beautiful
pre2013_39818,2011,1650,0,beautiful
pre2013_138169,2005,1550,1,beautiful
6381620205,2017,3100,1,beautiful
pre2013_40257,2011,1495,0,beautiful
pre2013_138645,2005,1150,0,beautiful
pre2013_40682,2011,2500,1,beautiful
5054813774,2015,2200,0,beautiful
5045821812,2015,2400,0,beautiful
5045823473,2015,2600,1,beautiful
pre2013_41085,2011,2400,1,beautiful
pre2013_140120,2005,1395,1,beautiful
5161323051,2015,3300,0,beautiful
pre2013_33156,2011,2475,1,beautiful
5269283026,2015,2661,0,beautiful
3812462906,2013,2350,1,beautiful
pre2013_77156,2010,1695,1,beautiful
pre2013_142815,2005,2200,2,beautiful
pre2013_146454,2006,1550,2,beautiful
pre2013_64788,2012,6900,3,beautiful
pre2013_9917,2011,4500,3,beautiful
pre2013_144471,2005,1495,1,beautiful
pre2013_144546,2005,1100,0,beautiful
pre2013_1409,2006,2195,1,beautiful
5819588137,2016,3195,1,beautiful
pre2013_5324,2007,10500,3,beautiful
pre2013_68922,2012,1750,0,beautiful
pre2013_4183,2008,1425,0,beautiful
3562772986,2013,2995,1,beautiful
pre2013_28240,2008,1320,NA,beautiful
pre2013_19434,2012,7500,3,beautiful
pre2013_70878,2012,1650,0,beautiful
3844769053,2013,2700,1,beautiful
4920370577,2015,1795,0,beautiful
pre2013_145985,2006,1325,0,beautiful
pre2013_146271,2006,3250,2,beautiful
pre2013_53664,2012,1695,0,beautiful
pre2013_34040,2011,2150,1,beautiful
pre2013_39810,2011,2100,1,beautiful
pre2013_39809,2011,2600,1,beautiful
4257011607,2013,5395,2,beautiful
5747347037,2016,3095,1,beautiful
5752417157,2016,3695,2,beautiful
pre2013_5388,2007,1300,0,beautiful
pre2013_37125,2011,2500,1,beautiful
4242698805,2013,3050,1,beautiful
4556891203,2014,1675,0,beautiful
5547513285,2016,2450,0,beautiful
pre2013_39053,2011,2295,1,beautiful
4851341146,2015,3425,1,beautiful
5432874133,2016,2220,0,beautiful
pre2013_18767,2012,1950,1,beautiful
pre2013_33580,2011,1850,0,beautiful
pre2013_28671,2008,1450,0,beautiful
5756459601,2016,3195,0,beautiful
6505647157,2018,2150,0,beautiful
5058082758,2015,1795,0,beautiful
pre2013_68479,2012,2195,1,beautiful
4836882657,2015,1575,1,beautiful
pre2013_21571,2012,2995,2,beautiful
pre2013_159940,2007,2175,1,beautiful
pre2013_23414,2012,1895,1,beautiful
4947918629,2015,2050,0,beautiful
4940842428,2015,1895,0,beautiful
4325228879,2014,2215,0,beautiful
4845843200,2015,6700,3,beautiful
pre2013_40290,2011,2495,1,beautiful
4945726402,2015,2595,1,beautiful
pre2013_28541,2008,1695,1,beautiful
pre2013_66056,2012,1500,3,beautiful
6251130767,2017,2195,0,beautiful
6296815627,2017,3750,1,beautiful
6341185834,2017,2995,1,beautiful
4940077573,2015,3195,1,beautiful
6522712535,2018,3000,1,beautiful
5450060156,2016,3200,1,beautiful
5302411311,2015,2300,0,beautiful
5439929974,2016,1945,0,beautiful
6397332207,2017,3195,1,beautiful
4252979407,2013,3150,1,beautiful
4865797681,2015,2573,NA,beautiful
pre2013_11696,2011,4500,1,beautiful
4945711514,2015,4495,1,beautiful
4966890466,2015,3042,1,beautiful
4248755681,2013,1625,0,beautiful
5829339872,2016,2100,0,beautiful
4977696629,2015,2650,NA,beautiful
pre2013_116295,2001,3400,3,beautiful
pre2013_116297,2001,10000,3,beautiful
pre2013_97532,2004,2495,2,beautiful
pre2013_84790,2003,1900,2,beautiful
pre2013_85075,2003,1800,2,beautiful
pre2013_87975,2004,2400,3,beautiful
pre2013_88122,2004,2300,3,beautiful
pre2013_117728,2004,2300,3,beautiful
pre2013_117907,2004,2150,2,beautiful
pre2013_88425,2004,2400,2,beautiful
pre2013_88467,2004,3500,3,beautiful
pre2013_99159,2004,1525,1,beautiful
pre2013_128932,2004,1525,1,beautiful
pre2013_146705,2006,3295,3,beautiful
pre2013_100369,2004,2400,2,beautiful
5529468079,2016,4600,3,beautiful
pre2013_89536,2004,2900,2,beautiful
pre2013_119303,2004,2249,2,beautiful
pre2013_30690,2011,3300,2,beautiful
pre2013_101201,2004,2495,2,beautiful
pre2013_101948,2004,1100,1,beautiful
pre2013_90830,2004,2150,1,beautiful
pre2013_90856,2004,2650,2,beautiful
pre2013_133631,2005,1200,0,beautiful
pre2013_83555,2006,2700,2,beautiful
pre2013_91542,2004,2100,2,beautiful
pre2013_91723,2004,2650,2,beautiful
pre2013_91773,2004,2650,2,beautiful
pre2013_92072,2004,3000,2,beautiful
pre2013_136066,2005,1595,2,beautiful
pre2013_92421,2004,2850,2,beautiful
pre2013_93253,2004,850,2,beautiful
pre2013_122724,2004,850,2,beautiful
pre2013_93926,2004,1800,2,beautiful
pre2013_94218,2004,1600,1,beautiful
pre2013_94312,2004,1975,2,beautiful
pre2013_94440,2004,1950,2,beautiful
pre2013_124279,2004,1295,0,beautiful
pre2013_94802,2004,1950,2,beautiful
pre2013_144647,2005,2100,2,beautiful
pre2013_95748,2004,2600,3,beautiful
pre2013_96123,2004,2750,3,beautiful
pre2013_4134,2008,4350,3,beautiful
pre2013_126191,2004,1600,1,beautiful
pre2013_96808,2004,1890,1,beautiful
5383858937,2016,3100,1,beautiful
pre2013_97117,2004,2650,3,beautiful
pre2013_97132,2004,1350,1,beautiful
pre2013_31759,2011,5500,3,beautiful
pre2013_76704,2009,6000,5,beautiful
pre2013_8532,2011,2700,2,beautiful
pre2013_148069,2006,2395,2,beautiful
pre2013_8879,2011,2999,2,beautiful
4261319650,2013,4095,2,beautiful
4308846754,2014,4600,2,beautiful
5604145999,2016,5200,2,beautiful
5604153684,2016,5200,2,beautiful
pre2013_32635,2011,4685,3,beautiful
pre2013_24895,2006,3750,3,beautiful
pre2013_147685,2006,3295,3,beautiful
pre2013_135872,2005,1595,2,beautiful
pre2013_159317,2006,1750,1,beautiful
pre2013_56103,2012,3100,1,beautiful
pre2013_1312,2006,2650,2,beautiful
pre2013_145088,2006,2850,2,beautiful
pre2013_138144,2005,1495,1,beautiful
pre2013_153859,2007,2450,2,beautiful
5248186307,2015,6600,4,beautiful
4973210289,2015,3200,2,beautiful
pre2013_80512,2007,5450,3,beautiful
3844639192,2013,4300,2,beautiful
pre2013_81542,2007,3825,3,beautiful
4551842904,2014,3995,2,beautiful
pre2013_3871,2008,2395,1,beautiful
5376320926,2016,2800,1,beautiful
pre2013_48616,2012,4200,2,beautiful
4973212486,2015,2900,1,beautiful
pre2013_58,2006,2250,1,beautiful
4108368553,2013,4500,2,beautiful
pre2013_56076,2012,3750,2,beautiful
4375370640,2014,3300,2,beautiful
pre2013_58707,2012,2200,2,beautiful
pre2013_146769,2006,1850,1,beautiful
4252832423,2013,4095,2,beautiful
4265640304,2013,4095,2,beautiful
pre2013_153348,2007,2950,1,beautiful
pre2013_147291,2006,2850,3,beautiful
4017867475,2013,3200,1,beautiful
5171255224,2015,5280,2,beautiful
5774725959,2016,3200,2,beautiful
pre2013_79747,2007,3988,3,beautiful
5785479575,2016,3750,2,beautiful
6382821950,2017,3300,1,beautiful
5796440143,2016,3200,2,beautiful
5077218464,2015,3490,2,beautiful
5065825864,2015,4250,2,beautiful
pre2013_89393,2004,1450,1,beautiful
pre2013_100862,2004,2600,2,beautiful
5514683368,2016,5700,3,beautiful
pre2013_71778,2012,3995,3,beautiful
4253567700,2013,2995,2,beautiful
4253567152,2013,2995,2,beautiful
pre2013_13125,2012,3900,2,beautiful
4265801964,2013,3495,2,beautiful
4108159417,2013,2600,1,beautiful
pre2013_27707,2007,2200,2,beautiful
5449974717,2016,4275,2,beautiful
5602002837,2016,6595,3,beautiful
5785457352,2016,3150,1,beautiful
pre2013_125462,2004,3800,3,beautiful
pre2013_136408,2005,1375,2,beautiful
pre2013_58225,2012,900,2,beautiful
pre2013_84648,2003,1495,1,beautiful
pre2013_88746,2004,1950,1,beautiful
pre2013_89144,2004,1850,1,beautiful
pre2013_89293,2004,1850,1,beautiful
pre2013_118684,2004,1850,1,beautiful
pre2013_30671,2011,2300,1,beautiful
pre2013_90403,2004,30000,2,beautiful
pre2013_102134,2004,2150,2,beautiful
pre2013_102938,2004,1150,2,beautiful
pre2013_56403,2012,3000,1,beautiful
4915802628,2015,6950,2,beautiful
pre2013_92609,2004,1400,1,beautiful
pre2013_153786,2007,3650,2,beautiful
pre2013_25211,2007,2175,1,beautiful
pre2013_124084,2004,1750,1,beautiful
pre2013_95400,2004,1100,2,beautiful
pre2013_125615,2004,1495,1,beautiful
pre2013_96460,2004,3000,NA,beautiful
pre2013_96538,2004,1495,1,beautiful
pre2013_126100,2004,1495,1,beautiful
pre2013_97340,2004,1325,NA,beautiful
pre2013_145993,2006,2995,2,beautiful
pre2013_147913,2006,2725,2,beautiful
pre2013_10103,2011,3299,2,beautiful
pre2013_10082,2011,3299,2,beautiful
pre2013_100701,2004,2900,2,beautiful
pre2013_101245,2004,2300,2,beautiful
pre2013_101309,2004,2900,2,beautiful
pre2013_5171,2008,1575,0,beautiful
pre2013_41101,2011,4895,2,beautiful
5439523047,2016,4200,2,beautiful
pre2013_84023,2006,2200,2,beautiful
4261340644,2013,2295,0,beautiful
5602665683,2016,3195,1,beautiful
6591563002,2018,3390,1,beautiful
3562897593,2013,5100,2,beautiful
3812243501,2013,1995,1,beautiful
4935187704,2015,600,1,beautiful
pre2013_1478,2006,1925,1,beautiful
4921891237,2015,4495,2,beautiful
6315658428,2017,3950,1,beautiful
6536830551,2018,2750,1,beautiful
5448443859,2016,3295,1,beautiful
5752370045,2016,2995,1,beautiful
5796455857,2016,1800,2,beautiful
4822449952,2015,2950,1,beautiful
6637575615,2018,3999,2,beautiful
5611084770,2016,4500,2,beautiful
5626554780,2016,4500,2,beautiful
6359718066,2017,2995,1,beautiful
5752372713,2016,4295,1,beautiful
3553901754,2013,5100,2,beautiful
5458386973,2016,4200,1,beautiful
pre2013_53048,2012,5500,1,beautiful
pre2013_53050,2012,5500,1,beautiful
4834931657,2015,3299,1,beautiful
5429345590,2016,2700,2,beautiful
pre2013_37501,2011,1425,2,beautiful
pre2013_1063,2006,1595,2,beautiful
pre2013_15504,2012,1095,NA,beautiful
4594876222,2014,3500,3,beautiful
pre2013_50174,2012,1425,2,beautiful
pre2013_51443,2012,1400,1,beautiful
4926266493,2015,1525,1,beautiful
pre2013_78186,2008,2795,3,beautiful
pre2013_80200,2007,1600,2,beautiful
pre2013_82657,2006,2350,3,beautiful
5493055655,2016,8700,4,beautiful
pre2013_37472,2011,1550,2,beautiful
pre2013_163717,2006,1350,2,beautiful
4600310305,2014,2390,1,beautiful
4855527775,2015,3400,2,beautiful
pre2013_32978,2011,1950,2,beautiful
pre2013_164481,2006,2850,4,beautiful
4855538974,2015,3400,3,beautiful
pre2013_66436,2012,1500,2,beautiful
pre2013_26665,2007,2250,2,beautiful
pre2013_133717,2005,2025,4,beautiful
pre2013_21128,2012,1395,2,beautiful
pre2013_37449,2011,1295,1,beautiful
5066082826,2015,3401,2,beautiful
4811036220,2015,2050,2,beautiful
5514510764,2016,3400,3,beautiful
pre2013_81058,2007,1625,2,beautiful
pre2013_80390,2007,1630,2,beautiful
pre2013_163247,2006,2250,3,beautiful
pre2013_78506,2008,3395,4,beautiful
pre2013_21105,2012,1850,2,beautiful
5459714964,2016,3200,3,beautiful
pre2013_34439,2011,1950,2,beautiful
pre2013_51078,2012,2500,3,beautiful
pre2013_127958,2004,2495,5,beautiful
pre2013_41457,2011,1195,NA,beautiful
5797694800,2016,2915,2,beautiful
pre2013_7429,2008,1700,NA,beautiful
pre2013_69292,2012,2375,2,beautiful
pre2013_163243,2006,2395,3,beautiful
6388387824,2017,4200,4,beautiful
pre2013_163296,2006,1495,2,beautiful
5088580754,2015,3700,2,beautiful
pre2013_65958,2012,1500,2,beautiful
pre2013_35763,2011,3250,4,beautiful
pre2013_77778,2009,1425,2,beautiful
pre2013_32499,2011,1950,2,beautiful
pre2013_22421,2012,1250,NA,beautiful
pre2013_82316,2006,3100,4,beautiful
pre2013_62371,2012,3850,5,beautiful
pre2013_631,2006,1800,2,beautiful
pre2013_163348,2006,2395,3,beautiful
pre2013_163344,2006,2250,3,beautiful
pre2013_56019,2012,3995,4,beautiful
5615121691,2016,2818,1,beautiful
5456955999,2016,4650,4,beautiful
pre2013_163209,2006,3200,NA,beautiful
pre2013_163582,2006,2395,3,beautiful
pre2013_87385,2003,2595,3,beautiful
pre2013_35787,2011,2700,3,beautiful
pre2013_2225,2008,3480,5,beautiful
pre2013_15674,2012,1985,2,beautiful
pre2013_47287,2011,1500,2,beautiful
pre2013_72634,2012,2000,2,beautiful
pre2013_53631,2012,3995,4,beautiful
pre2013_80763,2007,3250,3,beautiful
pre2013_35788,2011,1800,2,beautiful
5054774994,2015,3428,2,beautiful
pre2013_81734,2007,1350,2,beautiful
pre2013_72161,2012,2850,4,beautiful
pre2013_80792,2007,1700,2,beautiful
pre2013_64327,2012,2100,3,beautiful
5729712596,2016,3574,2,beautiful
pre2013_32068,2011,1395,2,beautiful
pre2013_163885,2006,1350,2,beautiful
pre2013_80790,2007,1100,1,beautiful
pre2013_29250,2011,1555,2,beautiful
pre2013_27564,2007,3600,5,beautiful
pre2013_32054,2011,1575,2,beautiful
4988438334,2015,2430,2,beautiful
4988384185,2015,3000,3,beautiful
pre2013_135280,2005,1125,2,beautiful
pre2013_131524,2004,3000,3,beautiful
4634057566,2014,2440,1,beautiful
pre2013_37442,2011,2695,4,beautiful
pre2013_164056,2006,2250,3,beautiful
pre2013_30135,2011,1835,2,beautiful
pre2013_29249,2011,2350,4,beautiful
pre2013_68345,2012,1525,2,beautiful
3877910811,2013,2200,3,beautiful
5607555524,2016,2818,1,beautiful
pre2013_65576,2012,1575,2,beautiful
pre2013_163084,2006,3000,4,beautiful
pre2013_28302,2008,3295,4,beautiful
pre2013_144588,2005,2750,3,beautiful
pre2013_162863,2006,1495,2,beautiful
pre2013_53974,2012,2850,4,beautiful
pre2013_164817,2006,2250,3,beautiful
pre2013_37023,2011,1625,2,beautiful
pre2013_163585,2006,2250,3,beautiful
pre2013_47297,2011,1575,2,beautiful
pre2013_39732,2011,1200,1,beautiful
pre2013_129695,2004,2675,3,beautiful
5570826431,2016,3000,3,beautiful
pre2013_2708,2006,2475,4,beautiful
pre2013_48896,2012,2850,4,beautiful
pre2013_37024,2011,1700,2,beautiful
pre2013_47282,2011,1850,2,beautiful
5768983975,2016,2495,2,beautiful
pre2013_155215,2007,2800,4,beautiful
pre2013_165017,2006,2595,3,beautiful
pre2013_47300,2011,1595,2,beautiful
pre2013_157399,2006,1495,2,beautiful
5460197733,2016,2875,2,beautiful
5439561578,2016,2325,1,beautiful
pre2013_7036,2008,2100,3,beautiful
pre2013_11670,2011,1750,2,beautiful
pre2013_162864,2006,1895,3,beautiful
pre2013_121057,2004,1200,1,beautiful
pre2013_132904,2004,3000,3,beautiful
pre2013_81419,2007,1750,2,beautiful
pre2013_12376,2011,2999,5,beautiful
6597627906,2018,1999,1,beautiful
pre2013_162567,2006,1376,3,beautiful
pre2013_63924,2012,1650,2,beautiful
pre2013_38968,2011,1195,1,beautiful
5777344487,2016,2495,2,beautiful
pre2013_43081,2011,2850,4,beautiful
pre2013_540,2006,1900,3,beautiful
5259404060,2015,1500,1,beautiful
pre2013_38634,2011,3000,3,beautiful
5429526224,2016,3200,3,beautiful
pre2013_163056,2006,2250,3,beautiful
pre2013_38971,2011,2500,3,beautiful
pre2013_83113,2006,2250,3,beautiful
pre2013_29656,2011,2350,4,beautiful
pre2013_118044,2004,2300,3,beautiful
5741253503,2016,4250,3,beautiful
pre2013_126968,2004,695,1,beautiful
pre2013_151181,2006,750,1,beautiful
pre2013_82177,2006,2800,2,beautiful
pre2013_20865,2012,1600,3,beautiful
5525582179,2016,3700,3,beautiful
pre2013_5601,2008,1200,1,beautiful
pre2013_7396,2008,1300,4,beautiful
pre2013_151241,2006,1100,2,beautiful
5429751958,2016,1633,1,beautiful
pre2013_152398,2006,995,1,beautiful
pre2013_131480,2004,1385,2,beautiful
pre2013_122111,2004,950,2,beautiful
pre2013_61395,2012,2000,4,beautiful
pre2013_123313,2004,985,2,beautiful
pre2013_42577,2011,1099,2,beautiful
pre2013_80307,2007,1700,3,beautiful
pre2013_62141,2012,1400,2,beautiful
pre2013_62966,2012,1600,3,beautiful
pre2013_141676,2005,1095,2,beautiful
pre2013_16149,2012,750,1,beautiful
pre2013_81955,2007,1800,4,beautiful
5830636795,2016,2100,2,beautiful
pre2013_127011,2004,1125,2,beautiful
pre2013_50303,2012,880,2,beautiful
pre2013_151538,2006,3000,5,beautiful
3804734941,2013,1895,3,beautiful
pre2013_22527,2012,1100,3,beautiful
pre2013_157729,2006,3000,5,beautiful
pre2013_157826,2006,1380,2,beautiful
pre2013_135281,2005,1300,2,beautiful
pre2013_52856,2012,1590,3,beautiful
4634378730,2014,1395,2,beautiful
pre2013_6729,2009,1225,2,beautiful
pre2013_6743,2009,1450,3,beautiful
pre2013_44506,2011,1200,2,beautiful
4792196313,2014,1200,3,beautiful
pre2013_159296,2006,1900,2,beautiful
pre2013_11140,2012,1500,2,beautiful
pre2013_135947,2005,1895,4,beautiful
pre2013_48168,2012,1300,2,beautiful
pre2013_58126,2012,1500,2,beautiful
pre2013_69592,2012,800,1,beautiful
pre2013_138883,2005,2000,3,beautiful
pre2013_79252,2008,2000,3,beautiful
pre2013_61793,2012,1600,3,beautiful
3768414931,2013,1398,3,beautiful
pre2013_63740,2012,695,0,beautiful
pre2013_142597,2005,1750,1,beautiful
pre2013_26394,2007,1400,2,beautiful
pre2013_144555,2005,1400,NA,beautiful
pre2013_81958,2007,1200,2,beautiful
pre2013_81963,2007,1500,3,beautiful
pre2013_145059,2005,2000,3,beautiful
4920140889,2015,1050,1,beautiful
pre2013_77989,2008,895,1,beautiful
pre2013_53474,2012,1600,1,beautiful
pre2013_69138,2012,1500,2,beautiful
pre2013_69145,2012,2000,4,beautiful
pre2013_151060,2006,1350,2,beautiful
4667204454,2014,2000,NA,beautiful
pre2013_61787,2012,2200,5,beautiful
pre2013_151823,2006,1700,3,beautiful
pre2013_65333,2012,725,1,beautiful
pre2013_16238,2012,1970,3,beautiful
pre2013_152496,2006,1200,2,beautiful
4634378169,2014,1395,2,beautiful
pre2013_25788,2007,488,NA,beautiful
pre2013_53471,2012,2100,3,beautiful
pre2013_12568,2011,750,1,beautiful
pre2013_41689,2011,1050,2,beautiful
pre2013_68679,2012,1250,3,beautiful
pre2013_40050,2011,690,1,beautiful
5536695767,2016,1200,1,beautiful
pre2013_60953,2012,1800,4,beautiful
6583939939,2018,1950,2,beautiful
5789427070,2016,1695,1,beautiful
pre2013_18369,2012,1095,2,beautiful
pre2013_6055,2009,745,1,beautiful
4834941328,2015,1395,1,beautiful
6370786517,2017,1550,1,beautiful
5393099234,2016,2500,3,beautiful
6524369154,2018,1749,1,beautiful
pre2013_116848,2001,2300,NA,beautiful
pre2013_86782,2003,2500,2,beautiful
pre2013_86911,2003,3200,3,beautiful
pre2013_85740,2003,1595,2,beautiful
pre2013_15072,2012,1095,1,beautiful
pre2013_129887,2004,1350,2,beautiful
pre2013_119198,2004,895,0,beautiful
pre2013_130714,2004,1450,1,beautiful
pre2013_152906,2006,2700,3,beautiful
pre2013_18554,2012,2675,2,beautiful
pre2013_119980,2004,880,1,beautiful
pre2013_120180,2004,1200,0,beautiful
pre2013_120266,2004,750,0,beautiful
pre2013_22841,2012,3000,2,beautiful
pre2013_36871,2011,3800,4,beautiful
pre2013_121495,2004,1650,2,beautiful
pre2013_121662,2004,1995,3,beautiful
pre2013_135694,2005,865,0,beautiful
pre2013_58475,2012,3800,4,beautiful
pre2013_1619,2006,2100,1,beautiful
pre2013_122690,2004,1525,2,beautiful
pre2013_41255,2011,1150,0,beautiful
pre2013_123171,2004,1100,1,beautiful
pre2013_123170,2004,1100,1,beautiful
pre2013_123169,2004,4000,4,beautiful
pre2013_43721,2011,5000,4,beautiful
pre2013_27537,2007,3100,3,beautiful
pre2013_81978,2007,3000,3,beautiful
pre2013_125876,2004,1025,0,beautiful
pre2013_126164,2004,875,1,beautiful
pre2013_126168,2004,1150,2,beautiful
pre2013_156689,2006,850,1,beautiful
pre2013_28332,2008,1825,1,beautiful
pre2013_28347,2008,3800,4,beautiful
pre2013_127058,2004,1650,2,beautiful
pre2013_151314,2006,1100,1,beautiful
4656261617,2014,2400,2,beautiful
pre2013_128315,2004,880,1,beautiful
pre2013_128311,2004,1975,2,beautiful
pre2013_50915,2012,4100,3,beautiful
3812545401,2013,4350,4,beautiful
pre2013_7969,2010,890,0,beautiful
pre2013_160189,2010,1500,2,beautiful
pre2013_133753,2005,1500,1,beautiful
pre2013_135356,2005,865,0,beautiful
pre2013_138089,2005,1300,2,beautiful
pre2013_34235,2011,3800,4,beautiful
pre2013_153016,2006,1250,1,beautiful
pre2013_1725,2006,700,0,beautiful
pre2013_142422,2005,1895,2,beautiful
5753116233,2016,1300,1,beautiful
pre2013_153282,2006,1400,1,beautiful
pre2013_23694,2012,1100,0,beautiful
pre2013_135495,2005,1200,2,beautiful
pre2013_135462,2005,2000,3,beautiful
5830674380,2016,3000,1,beautiful
pre2013_136071,2005,1300,2,beautiful
pre2013_136214,2005,1250,2,beautiful
pre2013_78384,2008,1500,1,beautiful
pre2013_39153,2011,1600,1,beautiful
pre2013_137309,2005,995,1,beautiful
pre2013_138142,2005,2150,2,beautiful
pre2013_25722,2007,1295,1,beautiful
pre2013_7136,2008,4500,4,beautiful
pre2013_42129,2011,1495,1,beautiful
pre2013_72034,2012,3300,2,beautiful
pre2013_151644,2006,875,0,beautiful
pre2013_140453,2005,2000,4,beautiful
pre2013_43297,2011,1600,1,beautiful
pre2013_44529,2011,3150,3,beautiful
5419528758,2016,2800,1,beautiful
pre2013_142806,2005,1000,1,beautiful
pre2013_155587,2006,6000,NA,beautiful
pre2013_4986,2007,1850,2,beautiful
pre2013_5128,2007,2950,2,beautiful
pre2013_5125,2007,5699,2,beautiful
pre2013_67236,2012,950,2,beautiful
5411856998,2016,4500,3,beautiful
5429746381,2016,6900,4,beautiful
5352973802,2016,2295,1,beautiful
5382672309,2016,5495,0,beautiful
pre2013_78780,2008,2250,2,beautiful
pre2013_59293,2012,3000,2,beautiful
pre2013_28036,2008,900,1,beautiful
pre2013_28339,2008,1595,1,beautiful
pre2013_4533,2008,4300,3,beautiful
pre2013_165129,2008,950,0,beautiful
pre2013_14031,2012,1550,1,beautiful
pre2013_151818,2006,3600,3,beautiful
pre2013_16622,2012,4400,4,beautiful
pre2013_5986,2009,10500,4,beautiful
5454632159,2016,5200,3,beautiful
pre2013_57779,2012,1000,0,beautiful
pre2013_60913,2012,1700,1,beautiful
pre2013_152320,2006,1395,1,beautiful
pre2013_77302,2010,1550,1,beautiful
5514695259,2016,1250,1,beautiful
5521605202,2016,4500,4,beautiful
pre2013_9305,2011,2575,2,beautiful
pre2013_158328,2006,2300,2,beautiful
